date,region,issuer,merchant_category,device_segment,attempts,successful_transactions,failed_transactions,gmv_cny,is_anomaly_window,is_synthetic
2025-01-03,West China,Issuer B,Transit,Older phone,75,72,3,2731.37,0,1
2025-01-03,West China,Issuer B,Transit,Watch,79,74,5,2891.09,0,1
2025-01-03,West China,Issuer B,Grocery,Recent phone,90,86,4,3812.01,0,1
2025-01-03,West China,Issuer B,Grocery,Older phone,84,81,3,3639.49,0,1
2025-01-03,West China,Issuer B,Grocery,Watch,81,78,3,3586.17,0,1
2025-01-03,West China,Issuer B,Digital,Recent phone,93,91,2,4884.46,0,1
2025-01-03,West China,Issuer B,Digital,Older phone,91,88,3,4643.83,0,1
2025-01-03,West China,Issuer B,Digital,Watch,87,81,6,4282.84,0,1
2025-01-03,West China,Issuer C,Retail,Recent phone,81,78,3,1949.69,0,1
2025-01-03,West China,Issuer C,Retail,Older phone,78,75,3,1859.89,0,1
2025-01-03,West China,Issuer C,Retail,Watch,58,54,4,1304.3,0,1
2025-01-03,West China,Issuer C,Dining,Recent phone,75,74,1,2298.25,0,1
2025-01-03,West China,Issuer C,Dining,Older phone,73,69,4,2249.96,0,1
2025-01-03,West China,Issuer C,Dining,Watch,65,61,4,1904.95,0,1
2025-01-03,West China,Issuer C,Transit,Recent phone,92,87,5,3395.49,0,1
2025-01-03,West China,Issuer C,Transit,Older phone,82,78,4,2815.61,0,1
2025-01-03,West China,Issuer C,Transit,Watch,69,67,2,2622.25,0,1
2025-01-03,West China,Issuer C,Grocery,Recent phone,91,86,5,3728.81,0,1
2025-01-03,West China,Issuer C,Grocery,Older phone,82,77,5,3410.19,0,1
2025-01-03,West China,Issuer C,Grocery,Watch,71,67,4,3037.63,0,1
2025-01-03,West China,Issuer C,Digital,Recent phone,94,89,5,4518.09,0,1
2025-01-03,West China,Issuer C,Digital,Older phone,92,90,2,4767.77,0,1
2025-01-03,West China,Issuer C,Digital,Watch,80,76,4,3828.69,0,1
2025-01-03,West China,Issuer D,Retail,Recent phone,75,73,2,1683.15,0,1
2025-01-03,West China,Issuer D,Retail,Older phone,64,61,3,1484.62,0,1
2025-01-03,West China,Issuer D,Retail,Watch,71,68,3,1725.29,0,1
2025-01-03,West China,Issuer D,Dining,Recent phone,82,78,4,2439.46,0,1
2025-01-03,West China,Issuer D,Dining,Older phone,71,69,2,2131.6,0,1
2025-01-03,West China,Issuer D,Dining,Watch,58,55,3,1682.66,0,1
2025-01-03,West China,Issuer D,Transit,Recent phone,92,86,6,3200.72,0,1
2025-01-03,West China,Issuer D,Transit,Older phone,81,76,5,2802.94,0,1
2025-01-03,West China,Issuer D,Transit,Watch,68,63,5,2448.3,0,1
2025-01-03,West China,Issuer D,Grocery,Recent phone,86,83,3,3869.86,0,1
2025-01-03,West China,Issuer D,Grocery,Older phone,84,79,5,3445.09,0,1
2025-01-03,West China,Issuer D,Grocery,Watch,78,73,5,3366.44,0,1
2025-01-03,West China,Issuer D,Digital,Recent phone,100,95,5,4765.09,0,1
2025-01-03,West China,Issuer D,Digital,Older phone,91,87,4,4438.44,0,1
2025-01-03,West China,Issuer D,Digital,Watch,72,67,5,3448.52,0,1
2025-01-04,East China,Issuer A,Retail,Recent phone,66,65,1,1069.86,0,1
2025-01-04,East China,Issuer A,Retail,Older phone,52,51,1,988.83,0,1
2025-01-04,East China,Issuer A,Retail,Watch,33,32,1,556.23,0,1
2025-01-04,East China,Issuer A,Dining,Recent phone,61,58,3,1394.37,0,1
2025-01-04,East China,Issuer A,Dining,Older phone,51,46,5,1091.71,0,1
2025-01-04,East China,Issuer A,Dining,Watch,49,47,2,1246.58,0,1
2025-01-04,East China,Issuer A,Transit,Recent phone,62,61,1,1932.11,0,1
2025-01-04,East China,Issuer A,Transit,Older phone,61,59,2,1783.55,0,1
2025-01-04,East China,Issuer A,Transit,Watch,53,51,2,1665.08,0,1
2025-01-04,East China,Issuer A,Grocery,Recent phone,71,70,1,2819.56,0,1
2025-01-04,East China,Issuer A,Grocery,Older phone,66,63,3,2509.9,0,1
2025-01-04,East China,Issuer A,Grocery,Watch,61,57,4,2168.11,0,1
2025-01-04,East China,Issuer A,Digital,Recent phone,65,63,2,2984.59,0,1
2025-01-04,East China,Issuer A,Digital,Older phone,67,63,4,2916.87,0,1
2025-01-04,East China,Issuer A,Digital,Watch,62,58,4,2642.62,0,1
2025-01-04,East China,Issuer B,Retail,Recent phone,59,57,2,1127.91,0,1
2025-01-04,East China,Issuer B,Retail,Older phone,49,49,0,960.99,0,1
2025-01-04,East China,Issuer B,Retail,Watch,39,38,1,651.86,0,1
2025-01-04,East China,Issuer B,Dining,Recent phone,60,59,1,1426.32,0,1
2025-01-04,East China,Issuer B,Dining,Older phone,50,50,0,1224.19,0,1
2025-01-04,East China,Issuer B,Dining,Watch,47,45,2,1167.84,0,1
2025-01-04,East China,Issuer B,Transit,Recent phone,66,64,2,2063.76,0,1
2025-01-04,East China,Issuer B,Transit,Older phone,63,62,1,1860.68,0,1
2025-01-04,East China,Issuer B,Transit,Watch,54,51,3,1613.71,0,1
2025-01-04,East China,Issuer B,Grocery,Recent phone,69,66,3,2484.81,0,1
2025-01-04,East China,Issuer B,Grocery,Older phone,68,65,3,2517.22,0,1
2025-01-04,East China,Issuer B,Grocery,Watch,44,43,1,1678.34,0,1
2025-01-04,East China,Issuer B,Digital,Recent phone,85,83,2,3796.03,0,1
2025-01-04,East China,Issuer B,Digital,Older phone,73,68,5,3033.28,0,1
2025-01-04,East China,Issuer B,Digital,Watch,62,60,2,2687.18,0,1
2025-01-04,East China,Issuer C,Retail,Recent phone,52,49,3,848.45,0,1
2025-01-04,East China,Issuer C,Retail,Older phone,40,38,2,614.11,0,1
2025-01-04,East China,Issuer C,Retail,Watch,42,40,2,689.68,0,1
2025-01-04,East China,Issuer C,Dining,Recent phone,65,64,1,1711.39,0,1
2025-01-04,East China,Issuer C,Dining,Older phone,51,49,2,1169.99,0,1
2025-01-04,East China,Issuer C,Dining,Watch,43,43,0,1157.04,0,1
2025-01-04,East China,Issuer C,Transit,Recent phone,74,71,3,2217.24,0,1
2025-01-04,East China,Issuer C,Transit,Older phone,66,62,4,1895.5,0,1
2025-01-04,East China,Issuer C,Transit,Watch,44,42,2,1282.01,0,1
2025-01-04,East China,Issuer C,Grocery,Recent phone,81,77,4,3023.65,0,1
2025-01-04,East China,Issuer C,Grocery,Older phone,56,52,4,1935.53,0,1
2025-01-04,East China,Issuer C,Grocery,Watch,50,47,3,1867.63,0,1
2025-01-04,East China,Issuer C,Digital,Recent phone,78,77,1,3616.44,0,1
2025-01-04,East China,Issuer C,Digital,Older phone,72,69,3,3262.69,0,1
2025-01-04,East China,Issuer C,Digital,Watch,57,53,4,2480.85,0,1
2025-01-04,East China,Issuer D,Retail,Recent phone,57,54,3,1054.88,0,1
2025-01-04,East China,Issuer D,Retail,Older phone,36,35,1,563.12,0,1
2025-01-04,East China,Issuer D,Retail,Watch,44,41,3,795.06,0,1
2025-01-04,East China,Issuer D,Dining,Recent phone,66,65,1,1502.54,0,1
2025-01-04,East China,Issuer D,Dining,Older phone,59,57,2,1465.62,0,1
2025-01-04,East China,Issuer D,Dining,Watch,59,56,3,1496.95,0,1
2025-01-04,East China,Issuer D,Transit,Recent phone,68,67,1,2225.13,0,1
2025-01-04,East China,Issuer D,Transit,Older phone,57,56,1,1684.35,0,1
2025-01-04,East China,Issuer D,Transit,Watch,56,55,1,1734.22,0,1
2025-01-04,East China,Issuer D,Grocery,Recent phone,74,72,2,2914.69,0,1
2025-01-04,East China,Issuer D,Grocery,Older phone,66,63,3,2509.14,0,1
2025-01-04,East China,Issuer D,Grocery,Watch,58,54,4,2080.15,0,1
2025-01-04,East China,Issuer D,Digital,Recent phone,77,74,3,3498.71,0,1
2025-01-04,East China,Issuer D,Digital,Older phone,66,63,3,2934.72,0,1
2025-01-04,East China,Issuer D,Digital,Watch,67,64,3,3039.11,0,1
2025-01-04,North China,Issuer A,Retail,Recent phone,71,69,2,1333.05,0,1
2025-01-04,North China,Issuer A,Retail,Older phone,50,48,2,908.63,0,1
2025-01-04,North China,Issuer A,Retail,Watch,59,59,0,1070.76,0,1
2025-01-04,North China,Issuer A,Dining,Recent phone,77,74,3,1912.2,0,1
2025-01-04,North China,Issuer A,Dining,Older phone,59,56,3,1563.4,0,1
2025-01-04,North China,Issuer A,Dining,Watch,49,46,3,1298.22,0,1
2025-01-04,North China,Issuer A,Transit,Recent phone,74,72,2,2401.34,0,1
2025-01-04,North China,Issuer A,Transit,Older phone,67,64,3,2242.96,0,1
2025-01-04,North China,Issuer A,Transit,Watch,67,63,4,2103.69,0,1
2025-01-04,North China,Issuer A,Grocery,Recent phone,75,70,5,2788.02,0,1
2025-01-04,North China,Issuer A,Grocery,Older phone,80,78,2,3157.34,0,1
2025-01-04,North China,Issuer A,Grocery,Watch,66,62,4,2610.41,0,1
2025-01-04,North China,Issuer A,Digital,Recent phone,83,81,2,4049.66,0,1
2025-01-04,North China,Issuer A,Digital,Older phone,80,76,4,3544.51,0,1
2025-01-04,North China,Issuer A,Digital,Watch,73,69,4,3383.16,0,1
2025-01-04,North China,Issuer B,Retail,Recent phone,73,71,2,1443.58,0,1
2025-01-04,North China,Issuer B,Retail,Older phone,51,48,3,886.19,0,1
2025-01-04,North China,Issuer B,Retail,Watch,57,56,1,1226.56,0,1
2025-01-04,North China,Issuer B,Dining,Recent phone,74,70,4,1785.01,0,1
2025-01-04,North China,Issuer B,Dining,Older phone,69,67,2,1927.58,0,1
2025-01-04,North China,Issuer B,Dining,Watch,57,55,2,1590.43,0,1
2025-01-04,North China,Issuer B,Transit,Recent phone,68,64,4,2163.13,0,1
2025-01-04,North China,Issuer B,Transit,Older phone,75,71,4,2388.47,0,1
2025-01-04,North China,Issuer B,Transit,Watch,60,59,1,2089.07,0,1
2025-01-04,North China,Issuer B,Grocery,Recent phone,82,80,2,3244.55,0,1
2025-01-04,North China,Issuer B,Grocery,Older phone,76,73,3,3023.77,0,1
2025-01-04,North China,Issuer B,Grocery,Watch,70,68,2,2830.05,0,1
2025-01-04,North China,Issuer B,Digital,Recent phone,88,86,2,4189.32,0,1
2025-01-04,North China,Issuer B,Digital,Older phone,78,77,1,3611.64,0,1
2025-01-04,North China,Issuer B,Digital,Watch,69,66,3,3202.69,0,1
2025-01-04,North China,Issuer C,Retail,Recent phone,65,63,2,1151.79,0,1
2025-01-04,North China,Issuer C,Retail,Older phone,54,53,1,1057.21,0,1
2025-01-04,North China,Issuer C,Retail,Watch,52,49,3,1061.2,0,1
2025-01-04,North China,Issuer C,Dining,Recent phone,68,67,1,1783.12,0,1
2025-01-04,North China,Issuer C,Dining,Older phone,69,66,3,1786.8,0,1
2025-01-04,North China,Issuer C,Dining,Watch,53,51,2,1360.22,0,1
2025-01-04,North China,Issuer C,Transit,Recent phone,80,77,3,2521.45,0,1
2025-01-04,North China,Issuer C,Transit,Older phone,71,67,4,2274.57,0,1
2025-01-04,North China,Issuer C,Transit,Watch,60,57,3,1947.29,0,1
2025-01-04,North China,Issuer C,Grocery,Recent phone,83,78,5,3204.23,0,1
2025-01-04,North China,Issuer C,Grocery,Older phone,78,75,3,3073.54,0,1
2025-01-04,North China,Issuer C,Grocery,Watch,62,58,4,2343.94,0,1
2025-01-04,North China,Issuer C,Digital,Recent phone,95,91,4,4222.88,0,1
2025-01-04,North China,Issuer C,Digital,Older phone,83,80,3,3920.04,0,1
2025-01-04,North China,Issuer C,Digital,Watch,64,61,3,2832.71,0,1
2025-01-04,North China,Issuer D,Retail,Recent phone,58,56,2,1074.19,0,1
2025-01-04,North China,Issuer D,Retail,Older phone,64,62,2,1179.8,0,1
2025-01-04,North China,Issuer D,Retail,Watch,47,44,3,836.86,0,1
2025-01-04,North China,Issuer D,Dining,Recent phone,64,62,2,1551.63,0,1
2025-01-04,North China,Issuer D,Dining,Older phone,62,58,4,1475.06,0,1
2025-01-04,North China,Issuer D,Dining,Watch,56,54,2,1415.73,0,1
2025-01-04,North China,Issuer D,Transit,Recent phone,70,67,3,2227.95,0,1
2025-01-04,North China,Issuer D,Transit,Older phone,72,69,3,2269.84,0,1
2025-01-04,North China,Issuer D,Transit,Watch,62,59,3,1982.34,0,1
2025-01-04,North China,Issuer D,Grocery,Recent phone,84,82,2,3320.72,0,1
2025-01-04,North China,Issuer D,Grocery,Older phone,73,70,3,2777.73,0,1
2025-01-04,North China,Issuer D,Grocery,Watch,68,65,3,2705.47,0,1
2025-01-04,North China,Issuer D,Digital,Recent phone,90,88,2,4265.75,0,1
2025-01-04,North China,Issuer D,Digital,Older phone,83,79,4,3815.18,0,1
2025-01-04,North China,Issuer D,Digital,Watch,70,66,4,3061.47,0,1
2025-01-04,South China,Issuer A,Retail,Recent phone,75,73,2,1746.49,0,1
2025-01-04,South China,Issuer A,Retail,Older phone,61,58,3,1226.3,0,1
2025-01-04,South China,Issuer A,Retail,Watch,63,59,4,1314.61,0,1
2025-01-04,South China,Issuer A,Dining,Recent phone,84,82,2,2540.53,0,1
2025-01-04,South China,Issuer A,Dining,Older phone,72,69,3,2008.43,0,1
2025-01-04,South China,Issuer A,Dining,Watch,59,56,3,1523.44,0,1
2025-01-04,South China,Issuer A,Transit,Recent phone,83,79,4,2876.38,0,1
2025-01-04,South China,Issuer A,Transit,Older phone,80,75,5,2725.64,0,1
2025-01-04,South China,Issuer A,Transit,Watch,73,69,4,2515.33,0,1
2025-01-04,South China,Issuer A,Grocery,Recent phone,88,84,4,3560.22,0,1
2025-01-04,South China,Issuer A,Grocery,Older phone,90,86,4,3548.34,0,1
2025-01-04,South China,Issuer A,Grocery,Watch,85,81,4,3545.76,0,1
2025-01-04,South China,Issuer A,Digital,Recent phone,100,97,3,4900.84,0,1
2025-01-04,South China,Issuer A,Digital,Older phone,86,82,4,4183.77,0,1
2025-01-04,South China,Issuer A,Digital,Watch,77,73,4,3697.29,0,1
2025-01-04,South China,Issuer B,Retail,Recent phone,73,70,3,1589.87,0,1
2025-01-04,South China,Issuer B,Retail,Older phone,59,56,3,1340.56,0,1
2025-01-04,South China,Issuer B,Retail,Watch,66,63,3,1440.59,0,1
2025-01-04,South China,Issuer B,Dining,Recent phone,84,81,3,2413.78,0,1
2025-01-04,South China,Issuer B,Dining,Older phone,72,69,3,2112.42,0,1
2025-01-04,South China,Issuer B,Dining,Watch,69,65,4,1834.81,0,1
2025-01-04,South China,Issuer B,Transit,Recent phone,88,84,4,3027.31,0,1
2025-01-04,South China,Issuer B,Transit,Older phone,76,73,3,2591.78,0,1
2025-01-04,South China,Issuer B,Transit,Watch,72,68,4,2360.11,0,1
2025-01-04,South China,Issuer B,Grocery,Recent phone,98,95,3,4167.94,0,1
2025-01-04,South China,Issuer B,Grocery,Older phone,85,80,5,3573.93,0,1
2025-01-04,South China,Issuer B,Grocery,Watch,80,75,5,3177.12,0,1
2025-01-04,South China,Issuer B,Digital,Recent phone,104,100,4,4870.14,0,1
2025-01-04,South China,Issuer B,Digital,Older phone,85,82,3,4238.7,0,1
2025-01-04,South China,Issuer B,Digital,Watch,86,79,7,3851.13,0,1
2025-01-04,South China,Issuer C,Retail,Recent phone,69,67,2,1392.69,0,1
2025-01-04,South China,Issuer C,Retail,Older phone,62,59,3,1334.19,0,1
2025-01-04,South China,Issuer C,Retail,Watch,56,55,1,1204.57,0,1
2025-01-04,South China,Issuer C,Dining,Recent phone,88,83,5,2565.42,0,1
2025-01-04,South China,Issuer C,Dining,Older phone,78,74,4,2039.46,0,1
2025-01-04,South China,Issuer C,Dining,Watch,71,66,5,1851.81,0,1
2025-01-04,South China,Issuer C,Transit,Recent phone,87,84,3,3097.52,0,1
2025-01-04,South China,Issuer C,Transit,Older phone,80,77,3,2715.93,0,1
2025-01-04,South China,Issuer C,Transit,Watch,77,74,3,2751.2,0,1
2025-01-04,South China,Issuer C,Grocery,Recent phone,87,85,2,3521.46,0,1
2025-01-04,South China,Issuer C,Grocery,Older phone,89,84,5,3675.79,0,1
2025-01-04,South China,Issuer C,Grocery,Watch,80,76,4,3359.46,0,1
2025-01-04,South China,Issuer C,Digital,Recent phone,94,90,4,4355.74,0,1
2025-01-04,South China,Issuer C,Digital,Older phone,86,80,6,4131.29,0,1
2025-01-04,South China,Issuer C,Digital,Watch,90,86,4,4325.28,0,1
2025-01-04,South China,Issuer D,Retail,Recent phone,68,65,3,1458.38,0,1
2025-01-04,South China,Issuer D,Retail,Older phone,67,63,4,1409.28,0,1
2025-01-04,South China,Issuer D,Retail,Watch,42,37,5,886.87,0,1
2025-01-04,South China,Issuer D,Dining,Recent phone,83,81,2,2428.93,0,1
2025-01-04,South China,Issuer D,Dining,Older phone,70,66,4,1932.98,0,1
2025-01-04,South China,Issuer D,Dining,Watch,62,58,4,1784.26,0,1
2025-01-04,South China,Issuer D,Transit,Recent phone,81,78,3,2843.06,0,1
2025-01-04,South China,Issuer D,Transit,Older phone,84,81,3,3076.53,0,1
2025-01-04,South China,Issuer D,Transit,Watch,65,61,4,2257.55,0,1
2025-01-04,South China,Issuer D,Grocery,Recent phone,95,91,4,4009.66,0,1
2025-01-04,South China,Issuer D,Grocery,Older phone,89,84,5,3574.79,0,1
2025-01-04,South China,Issuer D,Grocery,Watch,68,64,4,2663.98,0,1
2025-01-04,South China,Issuer D,Digital,Recent phone,103,98,5,4924.43,0,1
2025-01-04,South China,Issuer D,Digital,Older phone,81,78,3,3831.83,0,1
2025-01-04,South China,Issuer D,Digital,Watch,83,78,5,4019.98,0,1
2025-01-04,West China,Issuer A,Retail,Recent phone,80,78,2,1883.95,0,1
2025-01-04,West China,Issuer A,Retail,Older phone,86,82,4,1826.41,0,1
2025-01-04,West China,Issuer A,Retail,Watch,61,58,3,1282.44,0,1
2025-01-04,West China,Issuer A,Dining,Recent phone,76,72,4,2092.82,0,1
2025-01-04,West China,Issuer A,Dining,Older phone,74,70,4,2255.2,0,1
2025-01-04,West China,Issuer A,Dining,Watch,76,72,4,2121.51,0,1
2025-01-04,West China,Issuer A,Transit,Recent phone,95,90,5,3365.25,0,1
2025-01-04,West China,Issuer A,Transit,Older phone,78,75,3,2961.22,0,1
2025-01-04,West China,Issuer A,Transit,Watch,80,75,5,2970.57,0,1
2025-01-04,West China,Issuer A,Grocery,Recent phone,99,94,5,4070.25,0,1
2025-01-04,West China,Issuer A,Grocery,Older phone,93,88,5,3787.8,0,1
2025-01-04,West China,Issuer A,Grocery,Watch,81,76,5,3347.0,0,1
2025-01-04,West China,Issuer A,Digital,Recent phone,105,101,4,5448.36,0,1
2025-01-04,West China,Issuer A,Digital,Older phone,101,95,6,4957.36,0,1
2025-01-04,West China,Issuer A,Digital,Watch,88,82,6,4175.26,0,1
2025-01-04,West China,Issuer B,Retail,Recent phone,78,75,3,1768.6,0,1
2025-01-04,West China,Issuer B,Retail,Older phone,67,64,3,1574.79,0,1
2025-01-04,West China,Issuer B,Retail,Watch,71,67,4,1564.28,0,1
2025-01-04,West China,Issuer B,Dining,Recent phone,77,74,3,2176.73,0,1
2025-01-04,West China,Issuer B,Dining,Older phone,77,73,4,2322.45,0,1
2025-01-04,West China,Issuer B,Dining,Watch,72,67,5,2058.76,0,1
2025-01-04,West China,Issuer B,Transit,Recent phone,102,98,4,3771.74,0,1
2025-01-04,West China,Issuer B,Transit,Older phone,81,78,3,2996.96,0,1
2025-01-04,West China,Issuer B,Transit,Watch,74,69,5,2507.79,0,1
2025-01-04,West China,Issuer B,Grocery,Recent phone,100,94,6,4249.84,0,1
2025-01-04,West China,Issuer B,Grocery,Older phone,98,94,4,4124.99,0,1
2025-01-04,West China,Issuer B,Grocery,Watch,89,84,5,3752.49,0,1
2025-01-04,West China,Issuer B,Digital,Recent phone,96,90,6,4721.36,0,1
2025-01-04,West China,Issuer B,Digital,Older phone,92,85,7,4386.88,0,1
2025-01-04,West China,Issuer B,Digital,Watch,80,77,3,4110.12,0,1
2025-01-04,West China,Issuer C,Retail,Recent phone,78,74,4,1733.38,0,1
2025-01-04,West China,Issuer C,Retail,Older phone,70,67,3,1481.62,0,1
2025-01-04,West China,Issuer C,Retail,Watch,73,70,3,1609.03,0,1
2025-01-04,West China,Issuer C,Dining,Recent phone,88,85,3,2540.92,0,1
2025-01-04,West China,Issuer C,Dining,Older phone,83,80,3,2552.34,0,1
2025-01-04,West China,Issuer C,Dining,Watch,76,72,4,2239.01,0,1
2025-01-04,West China,Issuer C,Transit,Recent phone,100,98,2,3719.96,0,1
2025-01-04,West China,Issuer C,Transit,Older phone,85,82,3,3235.31,0,1
2025-01-04,West China,Issuer C,Transit,Watch,85,82,3,3174.62,0,1
2025-01-04,West China,Issuer C,Grocery,Recent phone,100,94,6,4163.7,0,1
2025-01-04,West China,Issuer C,Grocery,Older phone,90,83,7,3601.59,0,1
2025-01-04,West China,Issuer C,Grocery,Watch,87,80,7,3509.67,0,1
2025-01-04,West China,Issuer C,Digital,Recent phone,108,104,4,5297.81,0,1
2025-01-04,West China,Issuer C,Digital,Older phone,96,90,6,4833.63,0,1
2025-01-04,West China,Issuer C,Digital,Watch,98,93,5,4723.08,0,1
2025-01-04,West China,Issuer D,Retail,Recent phone,85,82,3,2060.37,0,1
2025-01-04,West China,Issuer D,Retail,Older phone,72,69,3,1789.4,0,1
2025-01-04,West China,Issuer D,Retail,Watch,72,67,5,1512.28,0,1
2025-01-04,West China,Issuer D,Dining,Recent phone,84,81,3,2593.69,0,1
2025-01-04,West China,Issuer D,Dining,Older phone,89,86,3,2808.25,0,1
2025-01-04,West China,Issuer D,Dining,Watch,74,68,6,2237.96,0,1
2025-01-04,West China,Issuer D,Transit,Recent phone,100,96,4,3663.1,0,1
2025-01-04,West China,Issuer D,Transit,Older phone,87,81,6,3034.81,0,1
2025-01-04,West China,Issuer D,Transit,Watch,80,76,4,2893.45,0,1
2025-01-04,West China,Issuer D,Grocery,Recent phone,98,94,4,4152.98,0,1
2025-01-04,West China,Issuer D,Grocery,Older phone,91,88,3,4096.55,0,1
2025-01-04,West China,Issuer D,Grocery,Watch,82,76,6,3443.91,0,1
2025-01-04,West China,Issuer D,Digital,Recent phone,109,106,3,5640.22,0,1
2025-01-04,West China,Issuer D,Digital,Older phone,98,92,6,4755.64,0,1
2025-01-04,West China,Issuer D,Digital,Watch,101,96,5,4883.0,0,1
2025-01-05,East China,Issuer A,Retail,Recent phone,57,54,3,937.67,0,1
2025-01-05,East China,Issuer A,Retail,Older phone,51,49,2,835.7,0,1
2025-01-05,East China,Issuer A,Retail,Watch,39,38,1,755.67,0,1
2025-01-05,East China,Issuer A,Dining,Recent phone,57,54,3,1292.49,0,1
2025-01-05,East China,Issuer A,Dining,Older phone,59,55,4,1292.18,0,1
2025-01-05,East China,Issuer A,Dining,Watch,56,54,2,1269.14,0,1
2025-01-05,East China,Issuer A,Transit,Recent phone,68,66,2,2010.74,0,1
2025-01-05,East China,Issuer A,Transit,Older phone,59,57,2,1912.15,0,1
2025-01-05,East China,Issuer A,Transit,Watch,51,47,4,1542.93,0,1
2025-01-05,East China,Issuer A,Grocery,Recent phone,74,73,1,2766.58,0,1
2025-01-05,East China,Issuer A,Grocery,Older phone,66,62,4,2330.67,0,1
2025-01-05,East China,Issuer A,Grocery,Watch,60,58,2,2150.15,0,1
2025-01-05,East China,Issuer A,Digital,Recent phone,71,68,3,3081.48,0,1
2025-01-05,East China,Issuer A,Digital,Older phone,68,66,2,3053.16,0,1
2025-01-05,East China,Issuer A,Digital,Watch,69,64,5,3067.45,0,1
2025-01-05,East China,Issuer B,Retail,Recent phone,57,54,3,1056.55,0,1
2025-01-05,East China,Issuer B,Retail,Older phone,46,43,3,789.86,0,1
2025-01-05,East China,Issuer B,Retail,Watch,35,34,1,642.53,0,1
2025-01-05,East China,Issuer B,Dining,Recent phone,53,50,3,1319.39,0,1
2025-01-05,East China,Issuer B,Dining,Older phone,54,52,2,1379.52,0,1
2025-01-05,East China,Issuer B,Dining,Watch,40,38,2,1010.3,0,1
2025-01-05,East China,Issuer B,Transit,Recent phone,67,63,4,1902.86,0,1
2025-01-05,East China,Issuer B,Transit,Older phone,63,60,3,1864.43,0,1
2025-01-05,East China,Issuer B,Transit,Watch,64,60,4,2024.0,0,1
2025-01-05,East China,Issuer B,Grocery,Recent phone,69,68,1,2648.24,0,1
2025-01-05,East China,Issuer B,Grocery,Older phone,72,70,2,2752.34,0,1
2025-01-05,East China,Issuer B,Grocery,Watch,56,53,3,2132.69,0,1
2025-01-05,East China,Issuer B,Digital,Recent phone,85,81,4,3650.08,0,1
2025-01-05,East China,Issuer B,Digital,Older phone,68,66,2,2909.2,0,1
2025-01-05,East China,Issuer B,Digital,Watch,69,64,5,2873.83,0,1
2025-01-05,East China,Issuer C,Retail,Recent phone,53,51,2,907.68,0,1
2025-01-05,East China,Issuer C,Retail,Older phone,55,53,2,864.76,0,1
2025-01-05,East China,Issuer C,Retail,Watch,40,40,0,766.08,0,1
2025-01-05,East China,Issuer C,Dining,Recent phone,62,60,2,1497.13,0,1
2025-01-05,East China,Issuer C,Dining,Older phone,52,52,0,1402.28,0,1
2025-01-05,East China,Issuer C,Dining,Watch,40,38,2,968.27,0,1
2025-01-05,East China,Issuer C,Transit,Recent phone,70,69,1,2178.4,0,1
2025-01-05,East China,Issuer C,Transit,Older phone,65,63,2,2066.77,0,1
2025-01-05,East China,Issuer C,Transit,Watch,60,56,4,1770.28,0,1
2025-01-05,East China,Issuer C,Grocery,Recent phone,73,71,2,2661.98,0,1
2025-01-05,East China,Issuer C,Grocery,Older phone,65,61,4,2436.72,0,1
2025-01-05,East China,Issuer C,Grocery,Watch,61,56,5,2195.54,0,1
2025-01-05,East China,Issuer C,Digital,Recent phone,80,76,4,3628.74,0,1
2025-01-05,East China,Issuer C,Digital,Older phone,78,75,3,3375.69,0,1
2025-01-05,East China,Issuer C,Digital,Watch,72,68,4,3032.06,0,1
2025-01-05,East China,Issuer D,Retail,Recent phone,62,60,2,1152.16,0,1
2025-01-05,East China,Issuer D,Retail,Older phone,48,47,1,819.61,0,1
2025-01-05,East China,Issuer D,Retail,Watch,37,36,1,688.3,0,1
2025-01-05,East China,Issuer D,Dining,Recent phone,62,61,1,1567.0,0,1
2025-01-05,East China,Issuer D,Dining,Older phone,52,50,2,1294.0,0,1
2025-01-05,East China,Issuer D,Dining,Watch,50,48,2,1112.33,0,1
2025-01-05,East China,Issuer D,Transit,Recent phone,77,73,4,2278.02,0,1
2025-01-05,East China,Issuer D,Transit,Older phone,56,55,1,1758.56,0,1
2025-01-05,East China,Issuer D,Transit,Watch,49,47,2,1421.94,0,1
2025-01-05,East China,Issuer D,Grocery,Recent phone,69,66,3,2534.17,0,1
2025-01-05,East China,Issuer D,Grocery,Older phone,66,62,4,2428.11,0,1
2025-01-05,East China,Issuer D,Grocery,Watch,67,64,3,2521.51,0,1
2025-01-05,East China,Issuer D,Digital,Recent phone,84,81,3,3856.18,0,1
2025-01-05,East China,Issuer D,Digital,Older phone,72,67,5,3062.1,0,1
2025-01-05,East China,Issuer D,Digital,Watch,64,61,3,2881.05,0,1
2025-01-05,North China,Issuer A,Retail,Recent phone,67,66,1,1208.71,0,1
2025-01-05,North China,Issuer A,Retail,Older phone,60,56,4,1087.23,0,1
2025-01-05,North China,Issuer A,Retail,Watch,53,52,1,1093.89,0,1
2025-01-05,North China,Issuer A,Dining,Recent phone,68,65,3,1649.99,0,1
2025-01-05,North China,Issuer A,Dining,Older phone,66,63,3,1652.88,0,1
2025-01-05,North China,Issuer A,Dining,Watch,53,49,4,1396.73,0,1
2025-01-05,North China,Issuer A,Transit,Recent phone,79,75,4,2610.23,0,1
2025-01-05,North China,Issuer A,Transit,Older phone,75,71,4,2285.42,0,1
2025-01-05,North China,Issuer A,Transit,Watch,63,61,2,2113.81,0,1
